"","name","gender","eye_color","race","hair_color","height","publisher","alignment","weight","imc","categoria_imc","agility","accelerated_healing","durability","stealth","energy_absorption","flight","marksmanship","weapons_master","longevity","intelligence","super_strength","telepathy","energy_blasts","stamina","super_speed","teleportation","enhanced_senses","immortality","reflexes","invulnerability","force_fields","enhanced_hearing","n_poderes","uncommon_power","grupo"
"403","Mister Freeze","Male",NA,"Human",NA,183,"DC Comics","bad",86,25.7,"Sobrepeso","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"404","Mister Knife","Male","blue","Spartoi","Brown",NA,"Marvel Comics","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"405","Mister Mxyzptlk","Male",NA,"God / Eternal",NA,NA,"DC Comics","bad",NA,NA,NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",12,"TRUE","forte"
"406","Mister Sinister","Male","red","Human / Altered","Black",196,"Marvel Comics","bad",128,33.3,"Obesidade I","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",24,"TRUE","forte"
"407","Mockingbird","Female","blue","Human","Blond",175,"Marvel Comics","good",61,19.9,"Peso normal","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"FALSE","intermediario"
"408","MODOK","Male","white","Cyborg","Brownn",189.5,"Marvel Comics","bad",106,25.2,"Sobrepeso","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",15,"TRUE","forte"
"409","Mohinder Suresh","Male",NA,NA,NA,NA,"NBC - Heroes","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"410","Molten Man","Male","gold",NA,"Gold",196,"Marvel Comics","bad",106,30.225,"Obesidade III","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"411","Monarch","Male","blue",NA,"White",193,"DC Comics","good",90,24.2,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",7,"TRUE","fraco"
"412","Monica Dawson","Female",NA,NA,NA,NA,"NBC - Heroes","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"413","Moon Knight","Male","brown","Human","Brown",188,"Marvel Comics","good",101,28.6,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",6,"TRUE","intermediario"
"414","Moonstone","Female","blue",NA,"Blond",180,"Marvel Comics","bad",59,18.2,"Abaixo do peso","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","forte"
"415","Morlun","Male","white / red",NA,"Black",188,"Marvel Comics","bad",79,22.4,"Peso normal","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",7,"FALSE","forte"
"416","Moses Magnum","Male","brown",NA,"Black",175,"Marvel Comics","bad",72,23.5,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"417","Mr Immortal","Male","blue","Mutant","Blond",188,"Marvel Comics","good",70,19.8,"Peso normal","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",3,"FALSE","fraco"
"418","Mr Incredible","Male","blue","Human","Blond",201,"Dark Horse Comics","good",158,39.1,"Obesidade II","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",7,"TRUE","forte"
"419","Ms Marvel II","Female","blue",NA,"Red",173,"Marvel Comics","good",61,20.4,"Peso normal","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"420","Multiple Man","Male","blue",NA,"Brown",180,"Marvel Comics","good",70,21.6,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"421","Mysterio","Male","brown","Human","No Hair",180,"Marvel Comics","bad",79,24.4,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",13,"TRUE","intermediario"
"422","Mystique","Female","yellow (without irises)","Mutant","Red / Orange",178,"Marvel Comics","bad",54,17,"Abaixo do peso","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",13,"TRUE","intermediario"
"423","Namor","Male",NA,NA,NA,NA,"Marvel Comics","good",NA,NA,NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",17,"TRUE","forte"
"424","Namora","Female","blue",NA,"Blond",180,"Marvel Comics","good",85,26.2,"Sobrepeso","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",10,"TRUE","forte"
"425","Namorita","Female","blue",NA,"Blond",168,"Marvel Comics","good",101,35.8,"Obesidade II","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",9,"FALSE","forte"
"426","Naruto Uzumaki","Male",NA,"Human",NA,168,"Shueisha","good",54,19.1,"Peso normal","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",22,"TRUE","forte"
"427","Nathan Petrelli","Male","brown",NA,NA,NA,"NBC - Heroes","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"428","Nebula","Female","blue","Luphomoid","No Hair",185,"Marvel Comics","bad",83,24.3,"Peso normal","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"FALSE","fraco"
"429","Negasonic Teenage Warhead","Female","black","Mutant","Black",NA,"Marvel Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"430","Nick Fury","Male","brown","Human","Brown / White",185,"Marvel Comics","good",99,28.9,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"431","Nightcrawler","Male","yellow",NA,"Indigo",175,"Marvel Comics","good",88,28.7,"Sobrepeso","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",7,"TRUE","intermediario"
"432","Nightwing","Male","blue","Human","Black",178,"DC Comics","good",79,24.9,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","intermediario"
"433","Niki Sanders","Female","blue",NA,"Blond",NA,"NBC - Heroes","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"434","Nina Theroux","Female",NA,"Alpha",NA,NA,"SyFy","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"435","Northstar","Male","blue",NA,"Black",180,"Marvel Comics","good",83,25.6,"Sobrepeso","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"436","Nova","Male","brown","Human","Brown",185,"Marvel Comics","good",86,25.1,"Sobrepeso","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",24,"TRUE","forte"
"437","Odin","Male","blue","God / Eternal","White",206,"Marvel Comics","good",106,30.225,"Obesidade III","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE",12,"TRUE","forte"
"438","Offspring","Male",NA,NA,NA,NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",10,"TRUE","fraco"
"439","Omniscient","Male","brown",NA,"Black",180,"Team Epic TV","good",65,20.1,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"440","One Punch Man","Male",NA,"Human","No Hair",175,"Shueisha","good",69,22.5,"Peso normal","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",9,"TRUE","forte"
"441","One-Above-All",NA,NA,"Cosmic Entity",NA,NA,"Marvel Comics","neutral",NA,NA,NA,"TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",12,"TRUE","forte"
"442","Onslaught","Male","red","Mutant","No Hair",189.5,"Marvel Comics","bad",106,43.5,"Obesidade III","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",22,"TRUE","forte"
"443","Oracle","Female","blue","Human","Red",178,"DC Comics","good",59,18.6,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"444","Osiris","Male","brown",NA,"Brown",NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",10,"TRUE","forte"
"445","Overtkill","Male",NA,NA,NA,NA,"Image Comics","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"FALSE","fraco"
"446","Ozymandias","Male","blue","Human","Blond",NA,"DC Comics","bad",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",8,"TRUE","intermediario"
"447","Parademon",NA,NA,"Parademon",NA,NA,"DC Comics","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",9,"TRUE","fraco"
"448","Penance II","Male","blue",NA,"Blond",183,"Marvel Comics","good",89,26.6,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"449","Penguin","Male","blue","Human","Black",157,"DC Comics","bad",79,32,"Obesidade I","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"450","Peter Petrelli","Male",NA,NA,NA,NA,"NBC - Heroes","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"451","Phantom","Male",NA,NA,NA,NA,"DC Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"452","Phantom Girl","Female","blue",NA,"Black",168,"DC Comics","good",54,19.1,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"453","Phoenix","Female","green","Mutant","Red",168,"Marvel Comics","good",52,18.4,"Abaixo do peso","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",18,"TRUE","forte"
"454","Plantman","Male","green","Mutant","Grey",183,"Marvel Comics","bad",87,26,"Sobrepeso","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",5,"TRUE","fraco"
"455","Plastic Man","Male","blue","Human","Black",185,"DC Comics","good",80,23.4,"Peso normal","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",12,"TRUE","forte"
"456","Plastique","Female","blue",NA,"Red",168,"DC Comics","bad",55,19.5,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"457","Poison Ivy","Female","green","Human","Red",168,"DC Comics","bad",50,17.7,"Abaixo do peso","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10,"TRUE","fraco"
"458","Polaris","Female","green","Mutant","Green",170,"Marvel Comics","good",52,18,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",8,"TRUE","fraco"
"459","Power Girl","Female","blue","Kryptonian","blond",180,"DC Comics","good",81,25,"Sobrepeso","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE",24,"TRUE","forte"
"460","Predator","Male",NA,"Yautja",NA,189.5,"Dark Horse Comics","bad",106,30.225,"Obesidade III","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",21,"TRUE","forte"
"461","Professor X","Male","blue","Mutant","No Hair",183,"Marvel Comics","good",86,25.7,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10,"TRUE","fraco"
"462","Professor Zoom","Male","blue","Human","Strawberry Blond",180,"DC Comics","bad",81,25,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"463","Proto-Goblin","Male","green",NA,"Blond",NA,"Marvel Comics","bad",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"464","Psylocke","Female","blue","Mutant","Purple",180,"Marvel Comics","good",70,21.6,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",14,"TRUE","forte"
"465","Punisher","Male","blue","Human","Black",183,"Marvel Comics","good",90,26.9,"Sobrepeso","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",9,"TRUE","intermediario"
"466","Purple Man","Male","purple","Human","Purple",180,"Marvel Comics","bad",74,22.8,"Peso normal","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"467","Pyro","Male","blue",NA,"Blond",178,"Marvel Comics","bad",68,21.5,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"468","Q","Male",NA,"God / Eternal",NA,NA,"Star Trek",NA,NA,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",15,"TRUE","fraco"
"469","Quantum","Male",NA,NA,NA,NA,"HarperCollins","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"470","Question","Male","blue","Human","Blond",188,"DC Comics","good",83,23.5,"Peso normal","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"471","Quicksilver","Male","blue","Mutant","Silver",183,"Marvel Comics","good",79,23.6,"Peso normal","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"472","Quill","Male","brown",NA,"Brown",163,"Marvel Comics","good",56,21.1,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"473","Ra's Al Ghul","Male","green","Human","Grey",193,"DC Comics","bad",97,26,"Sobrepeso","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","forte"
"474","Rachel Pirzad","Female",NA,"Alpha",NA,NA,"SyFy","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",6,"TRUE","fraco"
"475","Rambo","Male","brown","Human","Black",178,NA,"good",83,26.2,"Sobrepeso","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"476","Raphael","Male",NA,"Mutant","No Hair",NA,"IDW Publishing","good",NA,NA,NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",10,"TRUE","intermediario"
"477","Raven","Female","indigo","Human","Black",165,"DC Comics","neutral",50,18.4,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"478","Ray","Male","green","Human","Red",178,"DC Comics","good",70,22.1,"Peso normal","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",16,"TRUE","forte"
"479","Razor-Fist II","Male","blue",NA,"No Hair",191,"Marvel Comics","bad",117,32.1,"Obesidade I","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"480","Red Arrow","Male","green","Human","Red",180,"DC Comics","good",83,25.6,"Sobrepeso","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"481","Red Hood","Male","blue","Human","Black",183,"DC Comics","neutral",81,24.2,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","intermediario"
"482","Red Hulk","Male","yellow","Human / Radiation","Black",189.5,"Marvel Comics","neutral",106,30.225,"Obesidade III","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",12,"TRUE","forte"
